-97.21968	28.07237
-97.16831	27.99567
-97.15836	28.0393
-97.1127	28.06491
-78.2789	29.1746
-78.359	28.9822
-78.47	29
-78.557	28.535
-78.831	28.106
-79.0875	27.6302
-79.153	28.02
-79.43	30.62
-79.4594	27.2732
-79.4788	30.0257
-79.48	29.886
-79.4988	30.7067
-79.5	29
-79.5015	29.1058
-79.5165	28.5062
-79.529	29.985
-79.5315	29.791
-79.559	29.156
-79.58	30
-79.58	30
-79.586	26.855
-79.632	28.308
-79.6389	28.0031
-79.67	28
-79.67	27
-79.705	27.358
-79.73	29
-79.732	28.024
-79.733	27
-79.733	27.054
-79.75	26.15
-79.755	26.43
-79.7709	26.7866
-79.773	28.989
-79.8	26
-79.806	27.001
-79.808	26.502
-79.823	26
-79.85	26.6833
-79.85	26.2833
-79.8538	27.0501
-79.8596	26.1564
-79.8667	25.7667
-79.9	30
-79.9095	27.39477
-79.92	25.501
-79.9215	28.4682
-79.922	25.43
-79.94268	27.16628
-79.9447	26.7701
-79.94818	27.17735
-79.9482	26.9978
-79.9488	27.16095
-79.9496	27.15972
-79.95	26.8781
-79.9533	26.7243
-79.9542	26.6937
-79.9542	26.6937
-79.9542	26.6937
-79.9542	26.6937
-79.95516	27.2905
-79.9583	25.5237
-79.95922	26.93833
-79.9596	26.8791
-79.96397	27.21047
-79.9669	26.55008
-79.96694	26.54361
-79.96722	26.56806
-79.97185	27.1496
-79.9726	26.8767
-79.9748	26.575
-79.97682	27.1931
-79.9787	26.8275
-79.97965	27.328
-79.98	26.73
-79.98183	26.2718
-79.98444	26.55111
-79.98472	26.53778
-79.985	27.1693
-79.985	27.1693
-79.985	26.673
-79.9852	26.8892
-79.98618	26.89403
-79.9862	26.2593
-79.98694	26.57083
-79.98767	26.54
-79.9883	26.9552
-79.98853	27.25183
-79.9888	26.6743
-79.9888	26.6743
-79.989	26.772
-79.98925	26.95227
-79.9893	26.94417
-79.9898	26.9253
-79.99	26.23167
-79.9901	26.8857
-79.9909	27.1404
-79.9913	26.8773
-79.9913	26.8773
-79.99165	28.05763
-79.9917	26.9625
-79.99183	26.936
-79.9925	26.81833
-79.99254	26.87822
-79.99276	26.90372
-79.99276	26.90372
-79.9932	26.93558
-79.9932	26.93558
-79.99333	26.23
-79.99398	26.93743
-79.9941	26.7773
-79.9952	26.7644
-79.9952	26.7644
-79.99617	26.57133
-79.9965	26.859
-79.99657	26.78605
-79.99673	26.93971
-79.9994	26.7716
-79.9994	26.2504
-80	26.7647
-80	26.7647
-80	25.52
-80.00008	26.58333
-80.0001	26.6953
-80.0001	26.6953
-80.00013	26.53359
-80.00024	26.89615
-80.00053	26.8395
-80.0006	26.8047
-80.00067	26.46883
-80.00083	26.90683
-80.001	28
-80.0011	26.8955
-80.0012	26.882
-80.0012	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00125	26.882
-80.00158	26.81437
-80.00165	27.12952
-80.00166	26.92167
-80.0019	26.7719
-80.0023	29.9492
-80.0025	26.56
-80.00295	27.17612
-80.003	27
-80.0032	26.7707
-80.00333	26.54217
-80.0038	26.79373
-80.004	26.5059
-80.004	26.95217
-80.00416	26.96967
-80.00467	26.67117
-80.005	26.17
-80.00517	26.55733
-80.0054	27.1477
-80.00546	26.7503
-80.0055	26.54183
-80.00556	26.57
-80.00646	27.12288
-80.00666	26.22968
-80.00666	26.25
-80.00666	26.21667
-80.0067	26.985
-80.00722	26.96306
-80.00746	26.96292
-80.00746	26.96292
-80.00748	26.96332
-80.00751	26.96327
-80.00751	26.96327
-80.00751	26.89403
-80.00751	26.96327
-80.00759	26.89
-80.00784	26.96409
-80.00788	26.96417
-80.008	26.96417
-80.008	26.96417
-80.008	26.96417
-80.008	26.9642
-80.008	26.55
-80.00806	26.55694
-80.0082	26.9642
-80.0083	26.91
-80.0088	26.8912
-80.00906	26.8922
-80.00957	26.88345
-80.00966	26.25183
-80.0097	26.5451
-80.0097	26.5451
-80.0097	26.5451
-80.0097	26.9566
-80.00972	26.54056
-80.0098	27.43483
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01	27.0133
-80.01021	26.54508
-80.01022	26.75318
-80.01022	26.75318
-80.0103	26.93763
-80.0106	26.6954
-80.0108	26.91646
-80.01166	27.20083
-80.01166	26.78
-80.01172	26.89255
-80.012	26.8576
-80.0121	26.6945
-80.0121	26.6945
-80.01228	26.88292
-80.0123	26.7906
-80.01231	27.173
-80.01232	27.26157
-80.01248	27.21532
-80.0125	26.52028
-80.01266	26.23967
-80.01286	26.90171
-80.013	26.9764
-80.0133	26.8831
-80.01333	26.56
-80.0134	26.8762
-80.01378	26.87161
-80.01378	26.94119
-80.01378	26.87161
